"Nro documento","Fecha","Estado movto.","ZONAS","CLASE DE CLIENTE","Cant. pedida","","Cant. pendiente","Desc. sucursal factura","Referencia","Desc. detalle ext. 1","Fecha factura desde pedido","Desc. ciudad","Cliente factura","Precio unit.","",""
"PVT-00097086","09/04/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","GUERRA MONTES PEDRO ANTONIO","1","GUERRA MONTES PEDRO ANTONIO","WAVE 110S                                         ","NEGRO    ","","VALENCIA","10896832","$11","496","63"
"PVT-00097086","09/04/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","GUERRA MONTES PEDRO ANTONIO","1","GUERRA MONTES PEDRO ANTONIO","DIO  110                                          ","ROJO     ","","VALENCIA","10896832","$3","941","176"
"PVT-00097086","09/04/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","GUERRA MONTES PEDRO ANTONIO","1","GUERRA MONTES PEDRO ANTONIO","DREAM  NEO                                        ","ROJO ALFA","","VALENCIA","10896832","$3","521","8"
"PVT-00097086","09/04/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","GUERRA MONTES PEDRO ANTONIO","2","GUERRA MONTES PEDRO ANTONIO","*XR 150L                                          ","NEGRO BLA","","VALENCIA","10896832","$3","67","227"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ZUPERMOTO S.A.","1","ZUPERMOTO S.A. CAUCASIA","CB 160F DLX                                       ","NEGRO PER","","VALENCIA","10896832","$5","789","916"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","3","ZUPERMOTO S.A.","3","ZUPERMOTO S.A. CAUCASIA","*XR 150L                                          ","NEGRO ROJ","","CAUCASIA","900228870","$6","133","613"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","3","ZUPERMOTO S.A.","3","ZUPERMOTO S.A. CAUCASIA","*XR 150L                                          ","NEGRO    ","","CAUCASIA","900228870","$5","789","916"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ZUPERMOTO S.A.","1","ZUPERMOTO S.A. CAUCASIA","*XR 150L                                          ","NEGRO BLA","","CAUCASIA","900228870","$5","789","916"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ZUPERMOTO S.A.","1","ZUPERMOTO S.A. CAUCASIA","WAVE 110S                                         ","ROJO     ","","CAUCASIA","900228870","$5","789","916"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ZUPERMOTO S.A.","1","ZUPERMOTO S.A. CAUCASIA","WAVE 110S                                         ","NEGRO    ","","CAUCASIA","900228870","$3","941","176"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","ZUPERMOTO S.A.","2","ZUPERMOTO S.A. CAUCASIA","DIO  110                                          ","BLANCO NE","","CAUCASIA","900228870","$3","941","176"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","ZUPERMOTO S.A.","2","ZUPERMOTO S.A. CAUCASIA","DREAM  NEO                                        ","NEGRO ROJ","","CAUCASIA","900228870","$3","521","8"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ZUPERMOTO S.A.","1","ZUPERMOTO S.A. CAUCASIA","DREAM  NEO                                        ","ROJO ALFA","","CAUCASIA","900228870","$3","67","227"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","8","ZUPERMOTO S.A.","8","ZUPERMOTO S.A. CAUCASIA","DREAM  NEO                                        ","NEGRO AZU","","CAUCASIA","900228870","$3","67","227"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","4","ZUPERMOTO S.A.","4","ZUPERMOTO S.A. CAUCASIA","CB 110 DLX                                        ","AZUL     ","","CAUCASIA","900228870","$3","67","227"
"PVT-00097120","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","4","ZUPERMOTO S.A.","4","ZUPERMOTO S.A. CAUCASIA","CB 110 DLX                                        ","NEGRO    ","","CAUCASIA","900228870","$3","696","639"
"PVT-00097152","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","10","ROMERO COCA JORGE ALBERTO","10","ROMERO COCA JORGE ALBERTO","*XR 150L                                          ","NEGRO ROJ","","CAUCASIA","900228870","$3","696","639"
"PVT-00097152","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","6","ROMERO COCA JORGE ALBERTO","6","ROMERO COCA JORGE ALBERTO","*XR 150L                                          ","NEGRO    ","","SANTA ROSA DEL SUR","73020742","$5","789","916"
"PVT-00097152","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","ROMERO COCA JORGE ALBERTO","2","ROMERO COCA JORGE ALBERTO","CB 110 DLX                                        ","AZUL     ","","SANTA ROSA DEL SUR","73020742","$5","789","916"
"PVT-00097152","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","ROMERO COCA JORGE ALBERTO","2","ROMERO COCA JORGE ALBERTO","CB 110 DLX                                        ","ROJO     ","","SANTA ROSA DEL SUR","73020742","$3","696","639"
"PVT-00097152","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","ROMERO COCA JORGE ALBERTO","2","ROMERO COCA JORGE ALBERTO","CB 110 DLX                                        ","NEGRO    ","","SANTA ROSA DEL SUR","73020742","$3","696","639"
"PVT-00096956","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","ROMERO COCA JORGE ALBERTO","2","ROMERO COCA JORGE ALBERTO","*XR 150L                                          ","NEGRO BLA","","SANTA ROSA DEL SUR","73020742","$3","696","639"
"PVT-00096956","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ROMERO COCA JORGE ALBERTO","1","ROMERO COCA JORGE ALBERTO","WAVE 110S                                         ","ROJO     ","","SANTA ROSA DEL SUR","73020742","$5","789","916"
"PVT-00096956","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ROMERO COCA JORGE ALBERTO","1","ROMERO COCA JORGE ALBERTO","WAVE 110S                                         ","NEGRO    ","","SANTA ROSA DEL SUR","73020742","$3","941","176"
"PVT-00096956","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","ROMERO COCA JORGE ALBERTO","1","ROMERO COCA JORGE ALBERTO","DREAM  NEO                                        ","ROJO ALFA","","SANTA ROSA DEL SUR","73020742","$3","941","176"
"PVT-00097117","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","DROSSOS AUBAD IOANNIS","1","DROSSOS AUBAD IOANNIS","CB 160F DLX                                       ","NEGRO PER","","SANTA ROSA DEL SUR","73020742","$3","67","227"
"PVT-00097117","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","DROSSOS AUBAD IOANNIS","1","DROSSOS AUBAD IOANNIS","CB 190R INSTINTO R                                ","NEGRO ONI","","QUIBDO","8357438","$6","133","613"
"PVT-00097117","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","DROSSOS AUBAD IOANNIS","1","DROSSOS AUBAD IOANNIS","DREAM  NEO                                        ","NEGRO ROJ","","QUIBDO","8357438","$7","730","252"
"PVT-00097117","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","DROSSOS AUBAD IOANNIS","2","DROSSOS AUBAD IOANNIS","*CB-110                                           ","NEGRO    ","","QUIBDO","8357438","$3","67","227"
"PVT-00097117","09/05/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","DROSSOS AUBAD IOANNIS","1","DROSSOS AUBAD IOANNIS","*CB-110                                           ","AZUL FIJI","","QUIBDO","8357438","$3","360","504"
"PVT-00097173","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","CANOMOTOS ANDES S.A.S","2","CANOMOTOS ANDES S.A.S","*XR 150L                                          ","NEGRO ROJ","","QUIBDO","8357438","$3","360","504"
"PVT-00097173","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","CANOMOTOS ANDES S.A.S","2","CANOMOTOS ANDES S.A.S","CB 110 DLX                                        ","AZUL     ","","ANDES","900371112","$5","789","916"
"PVT-00097173","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","CANOMOTOS ANDES S.A.S","1","CANOMOTOS ANDES S.A.S","CB 110 DLX                                        ","ROJO     ","","ANDES","900371112","$3","696","639"
"PVT-00097116","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","CANOMOTOS ANDES S.A.S","2","CANOMOTOS ANDES S.A.S","CB 160F DLX                                       ","NEGRO PER","","ANDES","900371112","$3","696","639"
"PVT-00097116","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","CANOMOTOS ANDES S.A.S","1","CANOMOTOS ANDES S.A.S","*XR 150L                                          ","NEGRO BLA","","ANDES","900371112","$6","133","613"
"PVT-00097116","09/05/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","CANOMOTOS ANDES S.A.S","1","CANOMOTOS ANDES S.A.S","*XR 150L                                          ","NEGRO    ","","ANDES","900371112","$5","789","916"
"PVT-00097137","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","3","LOPEZ NARVAEZ JOSE DAVID","3","LOPEZ NARVAEZ JOSE DAVID","*XR 150L                                          ","NEGRO ROJ","","ANDES","900371112","$5","789","916"
"PVT-00097137","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","CB 110 DLX                                        ","ROJO     ","","GUAMAL","85166081","$5","789","916"
"PVT-00097137","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","CB 110 DLX                                        ","NEGRO    ","","GUAMAL","85166081","$3","696","639"
"PVT-00097137","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","*CB-110                                           ","ROJO SPOR","","GUAMAL","85166081","$3","696","639"
"PVT-00097137","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","*CB-110                                           ","NEGRO    ","","GUAMAL","85166081","$3","360","504"
"PVT-00097137","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","*CB-110                                           ","AZUL FIJI","","GUAMAL","85166081","$3","360","504"
"PVT-00096961","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","3","LOPEZ NARVAEZ JOSE DAVID","3","LOPEZ NARVAEZ JOSE DAVID","*XR 150L                                          ","NEGRO BLA","","GUAMAL","85166081","$3","360","504"
"PVT-00096961","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","WAVE 110S                                         ","ROJO     ","","GUAMAL","85166081","$5","789","916"
"PVT-00097138","09/05/2017","Comprometido parcial","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","LOPEZ NARVAEZ JOSE DAVID","2","LOPEZ NARVAEZ JOSE DAVID","*XR 150L                                          ","NEGRO ROJ","","GUAMAL","85166081","$3","941","176"
"PVT-00097138","09/05/2017","Comprometido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","*CB-110                                           ","ROJO SPOR","","SANTA ANA","85166081","$5","789","916"
"PVT-00096962","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","LOPEZ NARVAEZ JOSE DAVID","1","LOPEZ NARVAEZ JOSE DAVID","WAVE 110S                                         ","ROJO     ","","SANTA ANA","85166081","$3","360","504"
"PVT-00096962","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","3","LOPEZ NARVAEZ JOSE DAVID","3","LOPEZ NARVAEZ JOSE DAVID","*XR 150L                                          ","NEGRO BLA","","SANTA ANA","85166081","$3","941","176"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","REGUEMOTOS S.A.S.","1","REGUEMOTOS S.A.S.","DIO  110                                          ","ROJO     ","","SANTA ANA","85166081","$5","789","916"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","REGUEMOTOS S.A.S.","1","REGUEMOTOS S.A.S.","DIO  110                                          ","BLANCO NE","","SAN ANTERO","900473906","$3","521","8"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","REGUEMOTOS S.A.S.","1","REGUEMOTOS S.A.S.","DIO  110                                          ","AZUL     ","","SAN ANTERO","900473906","$3","521","8"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","REGUEMOTOS S.A.S.","1","REGUEMOTOS S.A.S.","DREAM  NEO                                        ","ROJO ALFA","","SAN ANTERO","900473906","$3","521","8"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","REGUEMOTOS S.A.S.","2","REGUEMOTOS S.A.S.","DREAM  NEO                                        ","NEGRO AZU","","SAN ANTERO","900473906","$3","67","227"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","REGUEMOTOS S.A.S.","2","REGUEMOTOS S.A.S.","DREAM  NEO                                        ","NEGRO ROJ","","SAN ANTERO","900473906","$3","67","227"
"PVT-00097087","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","4","REGUEMOTOS S.A.S.","4","REGUEMOTOS S.A.S.","CB 110 DLX                                        ","NEGRO    ","","SAN ANTERO","900473906","$3","67","227"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","CB 110 DLX                                        ","AZUL     ","","SAN ANTERO","900473906","$3","696","639"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","CB 160F DLX                                       ","NEGRO PER","","SAN ANDRES DE SOTAVENTO","900502698","$3","696","639"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","*XR 150L                                          ","NEGRO    ","","SAN ANDRES DE SOTAVENTO","900502698","$6","133","613"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","WAVE 110S                                         ","BLANCO   ","","SAN ANDRES DE SOTAVENTO","900502698","$5","789","916"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","DIO  110                                          ","AZUL     ","","SAN ANDRES DE SOTAVENTO","900502698","$3","941","176"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","DREAM  NEO                                        ","NEGRO AZU","","SAN ANDRES DE SOTAVENTO","900502698","$3","521","8"
"PVT-00097085","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S.-SAN ANDRES SOTAVENTO","DREAM  NEO                                        ","NEGRO ROJ","","SAN ANDRES DE SOTAVENTO","900502698","$3","67","227"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","*XR 150L                                          ","NEGRO ROJ","","SAN ANDRES DE SOTAVENTO","900502698","$3","67","227"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","*XR 150L                                          ","NEGRO BLA","","SAN BERNARDO DEL VIENTO","900502698","$5","789","916"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","WAVE 110S                                         ","ROJO     ","","SAN BERNARDO DEL VIENTO","900502698","$5","789","916"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","WAVE 110S                                         ","NEGRO    ","","SAN BERNARDO DEL VIENTO","900502698","$3","941","176"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","DIO  110                                          ","ROJO     ","","SAN BERNARDO DEL VIENTO","900502698","$3","941","176"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","DREAM  NEO                                        ","NEGRO ROJ","","SAN BERNARDO DEL VIENTO","900502698","$3","521","8"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","DREAM  NEO                                        ","NEGRO AZU","","SAN BERNARDO DEL VIENTO","900502698","$3","67","227"
"PVT-00097084","09/04/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","HONDA STORE S.A.S.","1","HONDA STORE S.A.S. SAN BERNARDO DEL VIEN","CB 110 DLX                                        ","ROJO     ","","SAN BERNARDO DEL VIENTO","900502698","$3","67","227"
"PVT-00096965","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S.","CB 160F DLX                                       ","BLANCO PE","","SAN BERNARDO DEL VIENTO","900502698","$3","696","639"
"PVT-00096965","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S.","CB 160F DLX                                       ","NEGRO PER","","CAUCASIA","900485301","$6","133","613"
"PVT-00096965","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S.","*XR 150L                                          ","NEGRO ROJ","","CAUCASIA","900485301","$6","133","613"
"PVT-00096965","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S.","*XR 150L                                          ","NEGRO BLA","","CAUCASIA","900485301","$5","789","916"
"PVT-00096965","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S.","CB 110 DLX                                        ","ROJO     ","","CAUCASIA","900485301","$5","789","916"
"PVT-00096965","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S.","CB 110 DLX                                        ","NEGRO    ","","CAUCASIA","900485301","$3","696","639"
"PVT-00096967","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S. APARTADO","*XR 150L                                          ","NEGRO ROJ","","CAUCASIA","900485301","$3","696","639"
"PVT-00096967","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. APARTADO","*XR 150L                                          ","NEGRO BLA","","APARTADO","900485301","$5","789","916"
"PVT-00096967","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S. APARTADO","*XR 150L                                          ","NEGRO    ","","APARTADO","900485301","$5","789","916"
"PVT-00096967","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. APARTADO","*CB-110                                           ","NEGRO    ","","APARTADO","900485301","$5","789","916"
"PVT-00096966","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. ARBOLETES","*XR 150L                                          ","NEGRO ROJ","","APARTADO","900485301","$3","360","504"
"PVT-00096966","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. ARBOLETES","*XR 150L                                          ","NEGRO BLA","","ARBOLETES","900485301","$5","789","916"
"PVT-00096966","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. ARBOLETES","*XR 150L                                          ","NEGRO    ","","ARBOLETES","900485301","$5","789","916"
"PVT-00096966","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. ARBOLETES","DREAM  NEO                                        ","NEGRO ROJ","","ARBOLETES","900485301","$5","789","916"
"PVT-00096966","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. ARBOLETES","DREAM  NEO                                        ","NEGRO AZU","","ARBOLETES","900485301","$3","67","227"
"PVT-00096966","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. ARBOLETES","CB 110 DLX                                        ","NEGRO    ","","ARBOLETES","900485301","$3","67","227"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","3","RUBE MOTOS S.A.S.","3","RUBE MOTOS S.A.S. EL BANCO","*XR 150L                                          ","NEGRO ROJ","","ARBOLETES","900485301","$3","696","639"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S. EL BANCO","*XR 150L                                          ","NEGRO BLA","","EL BANCO","900485301","$5","789","916"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S. EL BANCO","*XR 150L                                          ","NEGRO    ","","EL BANCO","900485301","$5","789","916"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. EL BANCO","DREAM  NEO                                        ","ROJO ALFA","","EL BANCO","900485301","$5","789","916"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. EL BANCO","DREAM  NEO                                        ","NEGRO ROJ","","EL BANCO","900485301","$3","67","227"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. EL BANCO","DREAM  NEO                                        ","NEGRO AZU","","EL BANCO","900485301","$3","67","227"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. EL BANCO","*CB-110                                           ","ROJO SPOR","","EL BANCO","900485301","$3","67","227"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. EL BANCO","*CB-110                                           ","NEGRO    ","","EL BANCO","900485301","$3","360","504"
"PVT-00096969","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. EL BANCO","*CB-110                                           ","AZUL FIJI","","EL BANCO","900485301","$3","360","504"
"PVT-00096968","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S-NECOCLI","*XR 150L                                          ","NEGRO BLA","","EL BANCO","900485301","$3","360","504"
"PVT-00096968","09/01/2017","Aprobado","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S-NECOCLI","*XR 150L                                          ","NEGRO    ","","NECOCLI","900485301","$5","789","916"
"PVT-00096963","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. RIOHACHA","CB 160F DLX                                       ","NEGRO PER","","NECOCLI","900485301","$5","789","916"
"PVT-00096963","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. RIOHACHA","DIO 110                                           ","NEGRO BLA","","RIOHACHA","900485301","$6","133","613"
"PVT-00096963","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. RIOHACHA","DIO  110                                          ","ROJO     ","","RIOHACHA","900485301","$3","521","8"
"PVT-00096963","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","1","RUBE MOTOS S.A.S.","1","RUBE MOTOS S.A.S. RIOHACHA","DIO  110                                          ","AZUL     ","","RIOHACHA","900485301","$3","521","8"
"PVT-00096963","09/01/2017","Retenido","NTE - ZONA NORTE","DIST - DISTRIBUIDORES","2","RUBE MOTOS S.A.S.","2","RUBE MOTOS S.A.S. RIOHACHA","CB 110 DLX                                        ","NEGRO    ","","RIOHACHA","900485301","$3","521","8"
